1,58,3885,314,12,839,14.5,2.6,533,12.1,0.2,38,6,22.1,412,2,1,6207,0,0,246,126,1
2,57,3782,306,12,822,14.4,2.7,532,12.3,0.2,37,6,22.2,398,2,1,6063,0,0,237,123,1
3,57,3782,306,12,822,14.4,2.7,532,12.3,0.2,37,6,22.2,398,2,1,6063,0,0,237,123,1
4,63,4708,456,210,991,15.7,2.1,2827,37.5,1.9,61,10,16.2,789,8,3,10880,0,2,553,229,1
5,61,4519,441,210,955,15.7,2.1,2799,38.2,2,60,10,15.9,784,8,3,10595,0,2,545,232,1
6,63,4680,456,210,989,15.7,2.1,2823,37.6,1.9,61,10,16.2,789,8,3,10839,0,2,553,229,1
7,63,6106,396,141,1274,20.2,3.2,180,2.9,1.9,48,9,26.5,493,9,7,7526,0,1,201,287,1
8,344,15498,1474,809,3201,9.3,2.2,7539,32.7,2.1,208,16,15.4,1241,47,7,38770,1,0,920,258,1
9,356,17372,1546,809,3530,9.9,2.3,8104,31.8,1.9,219,18,16.1,1791,47,7,41727,1,19,1345,358,1
10,356,17348,1547,809,3523,9.9,2.3,8057,31.7,1.9,219,18,16.1,1761,47,7,41645,1,19,1319,354,1
11,65,8492,420,36,1586,24.4,3.7,802,8.6,0.3,43,3,36.9,1058,2,2,10790,3,12,553,490,1
12,85,6265,464,274,1246,14.7,2.7,313,4.8,3.5,57,11,21.9,735,17,4,7836,0,9,397,313,1
13,65,8510,421,36,1590,24.5,3.7,803,8.6,0.3,43,3,37,1060,2,2,10810,3,12,554,491,1
14,70,3357,363,0,637,9.1,1.7,370,9.9,0,65,18,9.8,192,0,0,5108,0,0,74,117,1
15,71,3389,368,0,646,9.1,1.8,372,9.9,0,66,18,9.8,190,0,0,5164,0,0,74,115,1
16,70,3339,360,0,631,9,1.7,368,9.9,0,65,18,9.7,189,0,0,5077,0,0,74,114,1
17,65,8500,420,36,1588,24.4,3.7,802,8.6,0.3,43,3,36.9,1059,2,2,10798,3,12,553,491,1
18,24,2375,159,51,348,14.5,2.1,227,8.7,1.6,24,6,14.5,570,2,1,3279,0,1,462,106,1
19,56,5091,388,36,1080,19.3,2.8,418,7.6,0.6,33,9,32.7,702,2,2,6528,1,13,450,227,1
20,56,5039,384,36,1067,19.1,2.8,415,7.6,0.6,33,9,32.3,701,2,2,6457,1,12,455,223,1
21,27,3072,191,78,763,28.3,3.9,286,8.5,1.9,19,2,40.2,896,4,3,4075,0,3,433,451,1
22,27,3069,191,78,762,28.2,3.9,287,8.6,1.9,19,2,40.1,899,4,3,4072,0,3,433,454,1
23,27,3065,191,78,760,28.1,3.9,287,8.6,1.9,19,2,40,897,4,3,4068,0,3,432,453,1
24,151,13852,778,851,2893,19.2,3.6,1160,7.7,4.4,103,15,28.1,2678,71,19,19382,0,69,2177,429,1
25,57,4882,402,75,1127,19.8,2.7,644,11.7,1.1,30,9,37.6,519,2,1,6981,0,6,283,224,1
26,62,4932,396,75,1113,18,2.7,683,12.2,1,34,10,32.7,452,2,1,7803,0,6,241,200,1
27,57,4905,405,75,1133,19.9,2.7,649,11.7,1.1,30,9,37.8,510,2,1,7015,0,6,285,213,1
28,36,4245,284,105,952,26.4,3.3,205,4.6,1.9,28,8,34,494,9,2,5561,0,5,276,208,1
29,36,4383,300,95,984,27.3,3.2,216,4.7,1.7,28,8,35.1,520,6,2,5714,0,5,297,213,1
30,290,20741,1268,1144,3353,11.6,2.5,1283,5.8,3.8,193,22,17.4,1896,66,32,30057,5,19,1118,752,1
31,106,7366,488,285,1423,13.4,2.9,271,3.5,2.5,85,18,16.7,750,18,8,11338,0,8,539,197,1
32,324,29281,2699,1958,6494,20,2.4,7689,20.8,4.1,234,26,27.8,2483,65,33,48251,0,28,1693,657,1
33,106,7385,491,301,1427,13.5,2.9,277,3.6,2.6,85,18,16.8,747,19,8,11374,0,8,536,197,1
34,46,2887,200,0,586,12.7,2.9,1086,27.3,0,32,12,18.3,335,0,0,5938,0,1,204,127,1
35,47,3050,208,0,618,13.1,2.9,1126,27,0,33,12,18.7,348,0,0,6231,0,1,215,129,1
36,46,2891,200,0,587,12.8,2.9,1086,27.3,0,32,12,18.3,335,0,0,5945,0,1,204,127,1
37,43,3170,259,0,714,16.6,2.8,54,1.7,0,30,8,23.8,948,0,0,4440,0,9,839,90,1
38,26,3142,111,80,671,25.8,6,430,12,1.6,23,3,29.2,629,2,1,4968,1,3,429,188,1
39,26,3094,111,80,658,25.3,5.9,428,12.2,1.6,23,3,28.6,608,2,1,4913,1,3,415,181,1
40,26,3102,111,80,660,25.4,5.9,430,12.2,1.6,23,3,28.7,611,2,1,4925,1,3,418,181,1
41,132,9883,655,209,2039,15.4,3,1161,10.5,1.4,78,11,26.1,718,10,5,14712,1,3,259,437,1
42,94,8965,537,2067,1198,12.7,2.2,1108,11,15.4,78,12,15.4,12862,93,34,13421,2,2,1040,11815,1
43,74,4804,429,90,1026,13.9,2.4,289,5.7,1.3,48,13,21.4,253,8,6,6974,4,1,144,95,1
44,74,4803,429,90,1026,13.9,2.4,289,5.7,1.3,48,13,21.4,253,8,6,6973,4,1,144,95,1
45,74,4808,429,90,1027,13.9,2.4,289,5.7,1.3,48,13,21.4,251,8,6,6980,4,1,144,93,1
46,186,12518,491,1852,1768,9.5,3.6,3338,21.1,8.3,181,51,9.8,842,144,34,22328,7,8,494,321,1
47,192,12918,522,1912,1850,9.6,3.5,3408,20.9,8.3,187,52,9.9,883,149,34,22985,7,8,523,333,1
48,155,14394,798,838,2986,19.3,3.6,1169,7.5,4.2,104,16,28.7,2751,72,19,20035,0,68,2221,459,1
49,62,2690,196,128,454,7.3,2.3,477,15.1,2.4,54,9,8.4,169,4,4,5347,1,14,100,52,1
50,62,2670,196,128,449,7.2,2.3,473,15,2.4,54,9,8.3,162,4,4,5319,1,11,97,51,1
51,46,2137,156,126,344,7.5,2.2,403,15.9,2.9,45,9,7.6,147,6,6,4362,0,12,81,47,1
52,129,10911,745,138,2595,20.1,3.4,935,7.9,1,82,7,31.6,1620,12,7,14344,0,19,1225,375,1
53,128,11152,764,216,2555,20,3.3,961,7.9,1.5,82,7,31.2,1545,16,10,14750,0,19,1149,374,1
54,30,1568,126,0,284,9.5,2.1,43,2.7,0,25,11,11.4,112,0,0,2013,0,9,80,23,1
55,52,4576,329,0,841,16.2,2.5,309,6.3,0,44,15,19.1,199,0,0,5701,0,0,61,135,1
56,147,15093,997,343,3411,23.2,3,1352,8.2,1.6,89,12,38.3,2453,18,8,21473,2,35,1720,677,1
